filename,Di_A,Df_A,Dif_A,density_gcc,unit_cell_volume_A3,SA_A2,SA_m2_cm3,SA_m2_g,AV_A3,AV_fraction,AV_cm3_g,num_channels,num_pockets
DB1-Cu2O8N2-irmof10_A-irmof14_A_No319_repeat,13.13642,11.61968,13.13642,0.52411,5965.27,1152.73,1932.4,3687,2077.11,0.3482,0.664364,1,0
DB1-Cu2O8N2-irmof10_A-irmof14_A_No334_repeat,12.89190,11.61968,12.89190,0.507968,5965.27,1181.35,1980.38,3898.64,2105.74,0.353,0.694925,1,0
DB1-Cu2O8N2-irmof10_A-irmof14_A_No337_repeat,12.41668,11.53486,12.41668,0.516328,5965.27,1120.98,1879.18,3639.52,1824.18,0.3058,0.59226,1,0
DB1-Cu2O8N2-irmof10_A-irmof20_A_No377_repeat,10.21664,9.19735,10.21664,0.602495,4589.07,984.615,2145.56,3561.13,1439.13,0.3136,0.520502,1,0
DB1-Cu2O8N2-irmof10_A-irmof20_A_No378_repeat,9.58941,8.87612,9.58808,0.602495,4589.07,970.675,2115.19,3510.71,1331.75,0.2902,0.481663,1,0
DB1-Cu2O8N2-irmof10_A-irmof6_A_No316_repeat,7.99698,7.48228,7.99698,0.693407,3721.14,729.317,1959.93,2826.52,689.155,0.1852,0.267087,1,0
DB1-Cu2O8N2-irmof10_A-irmof6_A_No326_repeat,9.09854,7.51353,9.09854,0.694725,3721.14,783.4,2105.27,3030.36,815.674,0.2192,0.315521,1,0
DB1-Cu2O8N2-irmof10_A-irmof8_A_No181_repeat,11.31062,9.68347,11.31062,0.611571,4853.59,952.729,1962.94,3209.66,1396.86,0.2878,0.470591,2,0
DB1-Cu2O8N2-irmof10_A-irmof8_A_No328_repeat,10.56208,9.68347,10.56208,0.569658,4853.59,1028.06,2118.13,3718.25,1386.19,0.2856,0.501353,1,0
DB1-Cu2O8N2-irmof10_A-irmof8_A_No330_repeat,10.56208,9.68347,10.56208,0.598452,4853.59,1029.08,2120.23,3542.86,1339.59,0.276,0.46119,1,0
DB1-Cu2O8N2-irmof10_A-irmof8_A_No331_repeat,10.05785,9.24153,10.05336,0.598452,4853.59,944.543,1946.07,3251.84,1254.17,0.2584,0.43178,1,0
DB1-Cu2O8N2-irmof10_A-irmof8_A_No334_repeat,10.56208,9.68347,10.56208,0.611571,4853.59,985.714,2030.89,3320.78,1385.22,0.2854,0.466667,1,0
DB1-Cu2O8N2-irmof10_A-irmof8_A_No343_repeat,10.56208,9.68347,10.56208,0.631204,4853.59,906.837,1868.38,2960.03,1281.35,0.264,0.418248,2,0
DB1-Cu2O8N2-irmof10_A-irmof8_A_No344_repeat,10.05785,9.24153,10.05336,0.631204,4853.59,880.718,1814.57,2874.77,1217.28,0.2508,0.397336,2,0
DB1-Cu2O8N2-irmof10_A-irmof8_A_No361_repeat,10.05785,9.24153,10.05785,0.602508,4853.59,938.274,1933.15,3208.51,1278.44,0.2634,0.437172,1,0
DB1-Cu2O8N2-irmof10_A-irmof8_A_No374_repeat,10.05785,9.24153,10.05785,0.606548,4853.59,959.56,1977.01,3259.44,1355.12,0.2792,0.46031,1,0
DB1-Cu2O8N2-irmof10_A-irmof8_A_No414_repeat,11.59419,9.68347,11.59419,0.571686,4853.59,910.976,1876.91,3283.11,1422.1,0.293,0.512519,2,0
DB1-Cu2O8N2-irmof10_A-pmof1_A_No10_repeat,12.23749,9.44443,12.19431,0.495949,3729.57,818.447,2194.48,4424.82,1238.22,0.332,0.669424,1,0
DB1-Cu2O8N2-irmof14_A-irmof20_A_No101_repeat,9.55983,8.99616,9.55983,0.661039,4635.56,854.673,1843.73,2789.14,1143.13,0.2466,0.373049,2,0
DB1-Cu2O8N2-irmof14_A-irmof20_A_No244_repeat,9.39328,7.31376,9.18352,0.645965,4635.56,948.39,2045.9,3167.2,1139.42,0.2458,0.380516,1,0
DB1-Cu2O8N2-irmof14_A-irmof20_A_No31_repeat,11.61497,9.19032,11.61497,0.630891,4635.56,886.672,1912.76,3031.84,1301.67,0.2808,0.445085,2,0
DB1-Cu2O8N2-irmof14_A-irmof6_A_No247_repeat,7.80657,5.96509,7.74170,0.751519,3758.4,723.544,1925.14,2561.67,563.759,0.15,0.199596,1,0
DB1-Cu2O8N2-irmof14_A-irmof8_A_No274_repeat,9.87169,7.66381,9.67902,0.681774,4902.91,934.832,1906.69,2796.66,1186.51,0.242,0.354956,1,0
DB1-Cu2O8N2-irmof14_A-irmof8_A_No285_repeat,9.87171,9.20911,9.87169,0.657703,4902.91,939.663,1916.54,2913.99,1232.59,0.2514,0.382239,1,0
DB1-Cu2O8N2-irmof14_A-irmof8_A_No300_repeat,9.87171,9.40435,9.87169,0.614751,4902.91,897.241,1830.02,2976.84,1278.68,0.2608,0.424237,2,0
DB1-Cu2O8N2-irmof14_A-irmof8_A_No340_repeat,9.87171,8.00831,9.85739,0.675677,4902.91,856.8,1747.53,2586.34,1161.01,0.2368,0.350463,2,0
DB1-Cu2O8N2-irmof14_A-irmof8_A_No380_repeat,10.63063,9.67415,10.63063,0.61675,4902.91,915.822,1867.91,3028.64,1327.71,0.2708,0.439075,2,0
DB1-Cu2O8N2-irmof20_A-imd_No7_repeat,9.50652,9.11735,9.50652,0.911004,3384.61,604.2,1785.14,1959.53,731.753,0.2162,0.237321,1,0
DB1-Cu2O8N2-irmof20_A-irmof6_A_No149_repeat,9.73375,9.06475,9.73375,0.86451,3154.9,587.393,1861.84,2153.64,666.946,0.2114,0.244531,1,0
DB1-Cu2O8N2-irmof20_A-irmof6_A_No17_repeat,10.15225,9.12992,10.15225,0.824998,3154.9,585.757,1856.66,2250.5,693.447,0.2198,0.266425,2,0
DB1-Cu2O8N2-irmof20_A-irmof6_A_No282_repeat,11.25133,9.12992,11.25133,0.829221,3154.9,610.953,1936.52,2335.35,738.878,0.2342,0.282434,1,0
DB1-Cu2O8N2-irmof20_A-irmof7_A_No325_repeat,9.19291,7.75841,9.19276,0.894711,3119.52,457.797,1467.53,1640.23,381.829,0.1224,0.136804,2,0
DB1-Cu2O8N2-irmof20_A-irmof7_A_No339_repeat,10.80774,9.12984,10.80774,0.885937,3119.52,601.797,1929.14,2177.51,602.067,0.193,0.217849,1,0
DB1-Cu2O8N2-irmof20_A-irmof8_A_No121_repeat,10.79494,9.13860,9.67651,0.838008,3450.78,649.613,1882.51,2246.41,839.92,0.2434,0.290451,1,0
DB1-Cu2O8N2-irmof20_A-irmof8_A_No22_repeat,11.39308,9.15390,9.88680,0.721982,3450.78,696.868,2019.45,2797.09,967.599,0.2804,0.388375,1,0
DB1-Cu2O8N2-irmof20_A-irmof8_A_No84_repeat,10.08824,9.14964,9.67826,0.789481,3450.78,614.866,1781.82,2256.95,790.229,0.229,0.290064,2,0
DB1-Cu2O8N2-irmof7_A-pmof1_A_No17_repeat,8.65802,5.69453,8.65731,0.715678,2491.99,513.555,2060.82,2879.53,415.664,0.1668,0.233066,1,0
DB1-Cu2O8N2-irmof8_A-pmof1_A_No14_repeat,10.53187,7.95086,10.53187,0.563938,3162.52,711.324,2249.23,3988.44,860.838,0.2722,0.482677,1,0
DB1-Cu2O8N2-irmof8_A-TED_A_No16_repeat,7.27828,6.29751,7.27828,1.06708,1599.1,218.009,1363.32,1277.63,179.099,0.112,0.10496,1,0
DB1-Cu2O8N2-SiF6-BDC_No3_repeat,8.35040,7.40001,8.35040,1.30517,1171.73,182.037,1553.57,1190.33,167.088,0.1426,0.109258,1,0
DB1-Cu2O8N2-TED-irmof10_No4_repeat,12.04881,11.50855,12.04881,0.669781,2145.67,361.88,1686.56,2518.08,679.319,0.3166,0.472692,1,0
DB1-Cu2O8-pcn6_B-TDPAT_No287_repeat,26.70402,12.15281,26.64535,0.433406,31726.6,4585.35,1445.27,3334.68,19492.8,0.6144,1.41761,1,0
DB1-MIL47V-ADC_B-BDC_B_No602_repeat,7.72873,7.21919,7.62514,1.07533,1526.03,234.664,1537.74,1430.02,195.637,0.1282,0.119219,2,0
DB1-MIL47V-ADC_B-fum_B_No53_repeat,5.75954,5.40522,5.75954,1.38903,1018.51,114.88,1127.92,812.018,44.4071,0.0436,0.0313887,2,0
DB1-MIL47V-ADC_B-irmof20_B_No193_repeat,9.32991,9.02460,9.28277,0.979623,2089.61,321.97,1540.81,1572.86,412.072,0.1972,0.201302,2,0
DB1-MIL47V-irmof20_B-irmof7_B_No5_repeat,9.32021,8.97507,9.30194,1.14454,2101.17,314.55,1497.02,1307.97,399.643,0.1902,0.16618,2,0
DB1-MIL53Cr-ADC_B-AZO_B_No368_repeat,14.70522,14.56191,14.70522,0.576493,4231.46,637.75,1507.16,2614.37,1583.41,0.3742,0.649097,2,0
DB1-MIL53Cr-ADC_B-irmof7_B_No120_repeat,3.98989,3.39932,3.85691,1.52183,1628.74,0,0,0,0,0,0,0,4
DB1-Uio66Zr-BDC_A-irmof7_A_No332_repeat,5.96944,3.04284,5.83809,1.67262,2235.84,0,0,0,0,0,0,0,2
DB1-Uio66Zr-irmof6_A-irmof7_A_No16_repeat,6.52202,2.12478,6.26480,1.66813,2283.85,0,0,0,0,0,0,0,3
DB1-ZIFZn-imd_No19_repeat,9.35487,3.34980,9.35487,1.4721,2434.18,0,0,0,0,0,0,0,1
DB1-Zn2O8-ADC_A-AZO_A_No740_repeat,15.97966,14.36785,15.97966,0.412508,18720,3310.47,1768.41,4286.98,7626.54,0.4074,0.987618,1,0
DB1-Zn2O8-ADC_A-BDC_A_No1118_repeat,10.45986,7.63232,10.44775,0.529406,3858.52,929.1,2407.92,4548.34,1133.63,0.2938,0.554962,1,0
DB1-Zn2O8-ADC_A-BDC_A_No1153_repeat,9.27531,7.63232,9.25135,0.670611,3858.52,761.004,1972.27,2941,939.935,0.2436,0.363251,2,1
DB1-Zn2O8-ADC_A-BDC_A_No246_repeat,9.37762,7.63232,9.37762,0.544888,3858.52,908.179,2353.7,4319.6,1074.98,0.2786,0.511297,1,0
DB1-Zn2O8-ADC_A-BDC_A_No247_repeat,9.70618,7.63232,9.67261,0.550158,3858.52,822.723,2132.23,3875.66,984.694,0.2552,0.463867,1,0
DB1-Zn2O8-ADC_A-BDC_A_No743_repeat,10.13532,7.63232,10.10783,0.539619,3858.52,837.75,2171.17,4023.53,1007.07,0.261,0.483674,1,1
DB1-Zn2O8-ADC_A-BDC_A_No785_repeat,10.13532,7.63232,10.11309,0.548283,3858.52,857.265,2221.75,4052.19,1047.97,0.2716,0.495365,1,1
DB1-Zn2O8-ADC_A-BDC_A_No798_repeat,10.13532,7.63232,10.11309,0.589653,3858.52,799.203,2071.27,3512.69,982.379,0.2546,0.431779,1,1
DB1-Zn2O8-ADC_A-BDC_A_No879_repeat,9.67336,7.63232,9.50084,0.521758,3858.52,963.906,2498.13,4787.9,1177.62,0.3052,0.584945,1,0
DB1-Zn2O8-ADC_A-BDC_A_No994_repeat,8.53579,7.47965,8.49870,0.579324,3858.52,941.103,2439.03,4210.13,1015.56,0.2632,0.454323,1,0
DB1-Zn2O8-ADC_A-DPAC_A_No1480_repeat,15.94406,14.23873,15.93878,0.415939,6220.15,1155.52,1857.7,4466.27,2596.29,0.4174,1.00351,1,0
DB1-Zn2O8-ADC_A-DPAC_A_No1914_repeat,15.73659,14.23873,15.71249,0.434074,6220.15,1106.03,1778.15,4096.41,2573.9,0.4138,0.953293,1,0
DB1-Zn2O8-ADC_A-DPAC_A_No405_repeat,15.94406,14.23873,15.91101,0.414884,6220.15,1137.33,1828.46,4407.16,2573.9,0.4138,0.997387,1,0
DB1-Zn2O8-ADC_A-DPAC_A_No409_repeat,15.31611,14.23873,15.31393,0.429863,6220.15,1049.64,1687.48,3925.62,2480.6,0.3988,0.927738,1,2
DB1-Zn2O8-ADC_A-DPAC_A_No621_repeat,15.01234,14.14394,15.00198,0.436687,6220.15,1201.62,1931.81,4423.78,2602.51,0.4184,0.958123,1,0
DB1-Zn2O8-ADC_A-fum_A_No295_repeat,15.96102,14.39198,15.96102,0.472115,9411.85,1901.17,2019.97,4278.56,3213.21,0.3414,0.723129,1,0
DB1-Zn2O8-ADC_A-irmof6_A_No513_repeat,10.21732,7.73573,10.20216,0.561924,3895.43,768.229,1972.13,3509.6,967.625,0.2484,0.442053,1,0
DB1-Zn2O8-ADC_A-irmof6_A_No556_repeat,10.21732,7.73573,10.20216,0.550808,3895.43,795.589,2042.36,3707.95,998.009,0.2562,0.465135,1,0
DB1-Zn2O8-ADC_A-irmof6_A_No568_repeat,10.21732,7.73573,10.18400,0.614732,3895.43,673.786,1729.68,2813.72,934.124,0.2398,0.390089,2,6
DB1-Zn2O8-ADC_A-irmof6_A_No821_repeat,10.54637,7.73573,10.53784,0.546588,3895.43,890.304,2285.51,4181.41,1104.74,0.2836,0.518855,1,0
DB1-Zn2O8-ADC_A-irmof7_A_No1250_repeat,9.77775,7.47654,9.77290,0.600018,3802.91,836.296,2199.09,3665.05,927.149,0.2438,0.406321,1,0
DB1-Zn2O8-ADC_A-irmof7_A_No279_repeat,9.33974,7.47654,9.33914,0.596573,3802.91,822.829,2163.68,3626.85,892.162,0.2346,0.393246,1,0
DB1-Zn2O8-ADC_A-irmof7_A_No979_repeat,8.75017,7.47654,8.72466,0.586218,3802.91,997.378,2622.67,4473.88,913.459,0.2402,0.409745,1,0
DB1-Zn2O8-ADC_A-irmof8_A_No579_repeat,12.00681,9.90711,11.98479,0.508667,4669.08,947.124,2028.5,3987.88,1521.19,0.3258,0.640497,1,0
DB1-Zn2O8-AZO_A-BDC_A_No14_repeat,9.98553,7.89741,9.98075,0.529909,3804.15,904.948,2378.84,4489.16,1100.16,0.2892,0.545754,1,1
DB1-Zn2O8-AZO_A-BDC_A_No15_repeat,9.30573,7.89741,9.27694,0.568203,3804.15,867.173,2279.54,4011.85,1002.01,0.2634,0.463567,1,1
DB1-Zn2O8-AZO_A-BDC_A_No440_repeat,9.30573,7.89741,9.19934,0.617186,3804.15,633.296,1664.75,2697.32,827.784,0.2176,0.352568,2,2
DB1-Zn2O8-AZO_A-BDC_A_No463_repeat,9.98553,7.89741,9.98075,0.568203,3804.15,746.16,1961.43,3452,941.908,0.2476,0.43576,1,1
DB1-Zn2O8-AZO_A-BDC_A_No480_repeat,9.30573,7.89741,9.19934,0.607486,3804.15,774.464,2035.84,3351.25,897.019,0.2358,0.388157,1,1
DB1-Zn2O8-AZO_A-BDC_A_No490_repeat,9.30573,7.89741,9.30573,0.596137,3804.15,801.771,2107.62,3535.46,931.257,0.2448,0.410644,1,1
DB1-Zn2O8-AZO_A-BDC_A_No629_repeat,9.88500,7.89741,9.88500,0.727313,3804.15,659.629,1733.97,2384.08,885.607,0.2328,0.320082,2,2
DB1-Zn2O8-AZO_A-DPAC_A_No1169_repeat,15.72425,14.15967,15.72425,0.42402,6132.51,1166.99,1902.96,4487.91,2568.29,0.4188,0.98769,1,0
DB1-Zn2O8-AZO_A-DPAC_A_No1172_repeat,15.63539,14.15967,15.63148,0.441348,6132.51,1096.64,1788.24,4051.75,2514.33,0.41,0.928971,1,0
DB1-Zn2O8-AZO_A-DPAC_A_No264_repeat,15.80573,14.15967,15.80573,0.398129,6132.51,1183.01,1929.09,4845.38,2563.39,0.418,1.04991,1,0
DB1-Zn2O8-AZO_A-DPAC_A_No308_repeat,15.30672,14.15967,15.27888,0.406896,6132.51,1200.97,1958.36,4812.93,2602.64,0.4244,1.04302,1,0
DB1-Zn2O8-AZO_A-DPAC_A_No395_repeat,15.72425,14.15967,15.72425,0.443999,6132.51,1108.82,1808.1,4072.31,2529.05,0.4124,0.928831,1,0
DB1-Zn2O8-AZO_A-DPAC_A_No736_repeat,15.27865,14.07542,15.25258,0.437077,6132.51,1003.93,1637.07,3745.49,2423.57,0.3952,0.904189,1,2
DB1-Zn2O8-AZO_A-DPAC_A_No737_repeat,14.53977,13.99452,14.49151,0.437077,6132.51,1126.63,1837.15,4203.26,2368.37,0.3862,0.883598,1,0
DB1-Zn2O8-AZO_A-DPAC_A_No780_repeat,15.71226,14.15967,15.71226,0.406691,6132.51,1102.65,1798.04,4421.14,2473.85,0.4034,0.991907,1,0
DB1-Zn2O8-AZO_A-DPAC_A_No781_repeat,14.36062,13.94810,14.29125,0.406691,6132.51,1207.27,1968.64,4840.63,2515.55,0.4102,1.00863,1,0
DB1-Zn2O8-AZO_A-DPAC_A_No798_repeat,14.54760,13.99142,14.48013,0.471743,6132.51,928.118,1513.44,3208.19,2277.61,0.3714,0.787294,2,2
DB1-Zn2O8-AZO_A-DPAC_A_No809_repeat,15.27865,14.06477,15.23356,0.455428,6132.51,1015.13,1655.32,3634.66,2414.98,0.3938,0.864682,1,1
DB1-Zn2O8-AZO_A-DPAC_A_No810_repeat,14.20524,13.45085,14.20524,0.455428,6132.51,1147.07,1870.47,4107.06,2334.03,0.3806,0.835698,1,0
DB1-Zn2O8-AZO_A-DPAC_A_No826_repeat,15.27865,14.07542,15.25258,0.441348,6132.51,1109.12,1808.59,4097.88,2498.38,0.4074,0.92308,1,0
DB1-Zn2O8-AZO_A-DPAC_A_No976_repeat,14.37523,14.10648,14.37523,0.749729,6132.51,970.032,1581.79,2109.81,2305.82,0.376,0.501514,2,2
DB1-Zn2O8-AZO_A-fum_A_No166_repeat,15.62524,14.43053,15.62524,0.530995,9192.05,1740.97,1894,3566.88,3000.28,0.3264,0.614695,1,1
DB1-Zn2O8-AZO_A-fum_A_No181_repeat,15.62524,14.43053,15.62524,0.484835,9192.05,1831.66,1992.66,4109.98,3042.57,0.331,0.682706,1,1
DB1-Zn2O8-AZO_A-irmof20_A_No360_repeat,10.87828,9.68858,10.87475,0.559993,4432.59,915.667,2065.76,3688.91,1378.53,0.311,0.555364,1,0
DB1-Zn2O8-AZO_A-irmof20_A_No396_repeat,10.87828,9.68858,10.87475,0.546172,4432.59,937.711,2115.5,3873.31,1390.06,0.3136,0.574178,1,0
DB1-Zn2O8-AZO_A-irmof20_A_No412_repeat,11.85732,9.68858,11.85274,0.501465,4432.59,1003.39,2263.68,4514.13,1557.61,0.3514,0.700746,1,0
DB1-Zn2O8-AZO_A-irmof20_A_No512_repeat,9.41408,8.26448,9.26989,0.771879,4432.59,771.51,1740.54,2254.94,1066.48,0.2406,0.311707,1,0
DB1-Zn2O8-AZO_A-irmof6_A_No169_repeat,8.70962,8.00109,8.61538,0.807334,3840.54,680.467,1771.8,2194.63,853.368,0.2222,0.275227,1,0
DB1-Zn2O8-AZO_A-irmof6_A_No350_repeat,9.39824,8.00109,9.31557,0.611304,3840.54,712.119,1854.22,3033.22,865.658,0.2254,0.36872,1,0
DB1-Zn2O8-AZO_A-irmof6_A_No355_repeat,9.39824,8.00109,9.31557,0.624246,3840.54,724.57,1886.64,3022.26,855.672,0.2228,0.35691,1,1
DB1-Zn2O8-AZO_A-irmof6_A_No360_repeat,10.06892,8.00109,10.06892,0.575074,3840.54,788.697,2053.61,3571.03,969.352,0.2524,0.4389,1,0
DB1-Zn2O8-AZO_A-irmof6_A_No362_repeat,9.39824,8.00109,9.31557,0.613006,3840.54,728.802,1897.65,3095.66,880.252,0.2292,0.373895,1,0
DB1-Zn2O8-AZO_A-irmof7_A_No14_repeat,9.85068,7.74128,9.85068,0.582002,3749.31,843.576,2249.95,3865.88,904.334,0.2412,0.414432,1,0
DB1-Zn2O8-AZO_A-irmof7_A_No480_repeat,9.16105,7.74066,9.09587,0.645706,3749.31,751.588,2004.6,3104.51,728.866,0.1944,0.301066,1,0
DB1-Zn2O8-AZO_A-irmof7_A_No516_repeat,9.84655,7.74128,9.01301,0.620856,3749.31,781.8,2085.18,3358.56,842.096,0.2246,0.361759,1,0
DB1-Zn2O8-AZO_A-irmof7_A_No529_repeat,9.16105,7.74066,9.12477,0.700571,3749.31,686.454,1830.88,2613.41,665.128,0.1774,0.253222,1,0
DB1-Zn2O8-AZO_A-irmof7_A_No617_repeat,8.24904,7.56227,8.24904,0.729263,3749.31,683.597,1823.26,2500.14,662.129,0.1766,0.242162,2,0
DB1-Zn2O8-AZO_A-irmof8_A_No15_repeat,11.31442,10.17535,11.31055,0.505678,4603.29,973.67,2115.16,4182.82,1549.47,0.3366,0.665641,1,0
DB1-Zn2O8-AZO_A-irmof8_A_No334_repeat,11.87822,10.17535,11.87360,0.514512,4603.29,937.225,2035.99,3957.13,1463.85,0.318,0.618062,1,0
DB1-Zn2O8-AZO_A-irmof8_A_No335_repeat,11.31442,10.17268,11.27427,0.525918,4603.29,931.182,2022.86,3846.34,1450.96,0.3152,0.599333,1,0
DB1-Zn2O8-AZO_A-irmof8_A_No357_repeat,11.87822,10.17535,11.87822,0.505678,4603.29,921.615,2002.08,3959.2,1483.18,0.3222,0.637164,1,0
DB1-Zn2O8-AZO_A-irmof8_A_No364_repeat,11.31442,10.17535,11.31055,0.549009,4603.29,888.551,1930.25,3515.89,1404.92,0.3052,0.555911,1,0
DB1-Zn2O8-AZO_A-irmof8_A_No376_repeat,11.87822,10.17535,11.87822,0.520203,4603.29,941.327,2044.9,3930.97,1536.58,0.3338,0.641673,1,0
DB1-Zn2O8-AZO_A-irmof8_A_No377_repeat,11.87822,10.17535,11.87822,0.543288,4603.29,879.846,1911.34,3518.1,1505.28,0.327,0.601891,1,0
DB1-Zn2O8-AZO_A-irmof8_A_No393_repeat,11.37399,10.17535,11.37399,0.526197,4603.29,927.435,2014.72,3828.84,1463.85,0.318,0.604337,1,0
DB1-Zn2O8-BTC_A-irmof10_A_No9_repeat,13.09870,7.63354,13.09870,0.570488,9656.69,2366.74,2450.88,4296.11,2674.9,0.277,0.485549,1,0
DB1-Zn2O8-BTC_A-irmof8_A_No11_repeat,11.25743,6.68191,11.22942,0.624216,8409.92,2015.82,2396.96,3839.95,1964.56,0.2336,0.374229,1,0
DB1-Zn2O8-BTC_B-DPAC_A_No24_repeat,15.87149,14.24698,15.86152,0.400783,6189.83,1108.22,1790.38,4467.21,2510.59,0.4056,1.01202,1,0
DB1-Zn2O8-BTC_B-DPAC_A_No25_repeat,14.52849,13.99831,14.52849,0.400783,6189.83,1227.94,1983.81,4949.82,2605.92,0.421,1.05044,1,0
DB1-Zn2O8-DABCO_A-irmof8_A_No20_repeat,7.89759,6.38996,7.48244,0.784418,2917.89,703.771,2411.91,3074.78,534.558,0.1832,0.233549,1,0
DB1-Zn2O8-fum_A-irmof20_A_No77_repeat,7.33824,5.66512,6.87637,0.858733,2258.44,516.13,2285.33,2661.29,339.67,0.1504,0.175142,1,0
DB1-Zn2O8-irmof10_A-irmof20_A_No338_repeat,12.17486,11.77689,12.17486,0.58969,8435.57,1812.84,2149.04,3644.36,2534.05,0.3004,0.50942,1,0
DB1-Zn2O8-irmof10_A-irmof20_A_No343_repeat,12.78424,11.87161,12.78424,0.538612,8435.57,1624.36,1925.61,3575.13,2501.99,0.2966,0.550675,1,0
DB1-Zn2O8-irmof10_A-irmof20_A_No350_repeat,12.17486,11.77689,12.17486,0.554689,8435.57,1835.25,2175.61,3922.21,2577.91,0.3056,0.550939,1,0
DB1-Zn2O8-irmof10_A-irmof20_A_No356_repeat,12.17486,11.77689,12.17486,0.56222,8435.57,1792.63,2125.08,3779.8,2523.92,0.2992,0.532176,1,0
DB1-Zn2O8-irmof10_A-irmof20_A_No391_repeat,12.78424,11.87161,12.78424,0.590609,8435.57,1470.11,1742.75,2950.78,2318.09,0.2748,0.465283,3,2
DB1-Zn2O8-irmof10_A-irmof20_A_No9_repeat,12.17486,11.77689,12.17486,0.527567,8435.57,1905.94,2259.41,4282.7,2696.01,0.3196,0.605799,1,0
DB1-Zn2O8-irmof10_A-irmof6_A_No304_repeat,12.17490,11.77696,12.17490,0.579744,7921.66,1702.09,2148.66,3706.22,2313.13,0.292,0.503671,1,0
DB1-Zn2O8-irmof10_A-irmof6_A_No316_repeat,12.17490,11.77696,12.17490,0.561108,7921.66,1716.19,2166.46,3861.04,2324.22,0.2934,0.522894,1,0
DB1-Zn2O8-irmof10_A-irmof6_A_No322_repeat,12.17490,11.77696,12.17490,0.565118,7921.66,1699.07,2144.84,3795.4,2290.94,0.2892,0.511752,1,0
DB1-Zn2O8-irmof10_A-irmof6_A_No336_repeat,12.78399,11.87167,12.78399,0.552962,7921.66,1500.2,1893.8,3424.82,2214.9,0.2796,0.50564,1,0
DB1-Zn2O8-irmof10_A-irmof6_A_No351_repeat,12.17490,11.77696,12.17490,0.560082,7921.66,1708.03,2156.15,3849.71,2297.28,0.29,0.517781,1,0
DB1-Zn2O8-irmof10_A-irmof6_A_No355_repeat,12.17490,11.77696,12.17490,0.580233,7921.66,1641.79,2072.53,3571.89,2249.75,0.284,0.489459,1,0
DB1-Zn2O8-irmof10_A-irmof7_A_No468_repeat,12.17685,11.77701,12.17499,0.696001,7842.48,1553.76,1981.21,2846.56,1982.58,0.2528,0.363218,1,0
DB1-Zn2O8-irmof10_A-irmof7_A_No474_repeat,12.17685,11.77701,12.17685,0.57424,7842.48,1726.34,2201.27,3833.37,2145.7,0.2736,0.476456,1,0
DB1-Zn2O8-irmof10_A-irmof7_A_No476_repeat,12.78406,11.87169,12.78406,0.58612,7842.48,1422.59,1813.96,3094.86,1965.33,0.2506,0.427558,1,0
DB1-Zn2O8-irmof10_A-irmof7_A_No484_repeat,12.17685,11.77701,12.17685,0.591532,7842.48,1662.91,2120.39,3584.57,2169.23,0.2766,0.467599,1,0
DB1-Zn2O8-irmof10_A-irmof7_A_No486_repeat,12.17685,11.77701,12.17499,0.620706,7842.48,1607.46,2049.68,3302.18,2039.04,0.26,0.418878,1,0
DB1-Zn2O8-irmof10_A-irmof7_A_No495_repeat,12.17685,11.77701,12.17685,0.636906,7842.48,1528.72,1949.29,3060.55,1943.37,0.2478,0.389068,1,1
DB1-Zn2O8-irmof10_A-irmof7_A_No519_repeat,12.17685,11.77701,12.17685,0.587793,7842.48,1627.1,2074.73,3529.69,2054.73,0.262,0.445735,1,0
DB1-Zn2O8-irmof10_A-irmof7_A_No528_repeat,12.17685,11.77701,12.17685,0.63858,7842.48,1473.98,1879.48,2943.22,1907.29,0.2432,0.380845,2,0
DB1-Zn2O8-irmof10_A-irmof7_A_No533_repeat,12.78406,11.87169,12.78406,0.57591,7842.48,1522.02,1940.74,3369.87,2115.9,0.2698,0.468476,1,0
DB1-Zn2O8-irmof10_A-irmof7_A_No534_repeat,12.17685,11.77701,12.17685,0.57591,7842.48,1735.56,2213.03,3842.66,2189.62,0.2792,0.484798,1,0
DB1-Zn2O8-irmof10_A-irmof8_A_No325_repeat,12.17523,11.77685,12.17523,0.535505,8583.73,1818.16,2118.15,3955.42,2611.17,0.3042,0.568062,1,0
DB1-Zn2O8-irmof10_A-irmof8_A_No330_repeat,12.78419,11.87161,12.78419,0.567104,8583.73,1579.76,1840.41,3245.28,2525.33,0.2942,0.518776,1,0
DB1-Zn2O8-irmof10_A-irmof8_A_No361_repeat,12.17523,11.77685,12.17523,0.583435,8583.73,1784.71,2079.18,3563.68,2473.83,0.2882,0.493971,1,0
DB1-Zn2O8-irmof10_A-irmof8_A_No364_repeat,12.78419,11.87161,12.78419,0.526177,8583.73,1673.01,1949.04,3704.16,2609.45,0.304,0.577752,1,0
DB1-Zn2O8-irmof10_A-irmof8_A_No366_repeat,12.78419,11.87161,12.78419,0.538557,8583.73,1604.29,1868.99,3470.36,2561.38,0.2984,0.554073,1,0
DB1-Zn2O8-irmof10_A-irmof8_A_No367_repeat,12.17523,11.77685,12.17523,0.538557,8583.73,1814.3,2113.66,3924.66,2654.09,0.3092,0.574127,1,0
DB1-Zn2O8-irmof10_A-irmof8_A_No373_repeat,12.78419,11.87161,12.78419,0.57575,8583.73,1615.84,1882.45,3269.55,2408.59,0.2806,0.487364,1,0
DB1-Zn2O8-irmof10_A-irmof8_A_No374_repeat,12.17523,11.77685,12.17523,0.57575,8583.73,1865.12,2172.86,3773.96,2497.86,0.291,0.505428,1,0
