Folder Name,H2S_uptake capacity  [mol/kg]
DB0-m29_o93_o143_f0_pts.sym.3_repeat,28.67309
DB6-cuf_5784_repeat,35.21821
DB0-m2_o2_o23_f0_nbo.sym.7_repeat,38.07392
DB0-m3_o152_o159_f0_fsc.sym.20_repeat,17.50941
DB5-hypotheticalMOF_5025907_1_0_0_27_3_2_repeat,30.63374
DB0-m2_o3_o7_f0_pcu.sym.58_repeat,34.99038
DB1-Cu2N8-irmof10_B-irmof7_B_No117_repeat,11.96792
DB0-m2_o12_o13_f0_pcu.sym.33_repeat,19.42765
DB13-nbo-Syn025746_repeat,25.56722
DB0-m3_o7_o14_f0_nbo.sym.101_repeat,32.95386
DB0-m2_o8_o23_f0_pcu.sym.143_repeat,36.23474
DB1-Cu2N8-ADC_B-BDC_B_No760_repeat,16.3614
DB6-cuf_9123_repeat,34.6706
DB0-m3_o47_o23_f0_fsc.sym.110_repeat,12.64632
DB0-m9_o20_o27_f0_sra.sym.9_repeat,30.89762
DB0-m3_o19_o23_f0_nbo.sym.48_repeat,67.52937
DB0-m2_o17_o23_f0_pcu.sym.69_repeat,27.38044
DB0-m2_o30_o19_tfc_repeat,29.26417
DB0-m3_o11_o15_f0_nbo.sym.16_repeat,52.09225
DB0-m3_o6_o17_f0_pcu.sym.118_repeat,13.77115
DB0-m3_o6_o7_f0_pcu.sym.84_repeat,43.18861
DB0-m29_o83_o430_f0_pts.sym.74_repeat,29.22355
DB0-m3_o1_o22_f0_nbo.sym.137_repeat,32.44386
DB0-m3_o9_o19_f0_nbo.sym.22_repeat,32.67829
DB0-m3_o22_o151_f0_fsc.sym.36_repeat,12.397
DB0-m2_o6_o11_f0_nbo.sym.35_repeat,62.43878
DB0-m3_o96_o6_f0_fsc.sym.11_repeat,31.11783
DB13-cds-Syn027500_repeat,33.19595
DB1-Al2O6-ADC_B-irmof20_B_No53_repeat,20.92305
DB6-cuf_9493_repeat,36.4745
DB0-m3_o540_o159_f0_fsc.sym.2_repeat,27.18632
DB0-m3_o23_o28_f0_pcu.sym.12_repeat,55.70762
DB0-m9_o6_o25_f0_sra.sym.59_repeat,31.13305
DB6-cuf_5945_repeat,34.12929
DB0-m29_o99_o91_f0_pts.sym.59_repeat,31.49914
DB0-m29_o88_o143_f0_pts.sym.75_repeat,30.11229
DB0-m29_o91_o101_f0_pts.sym.76_repeat,23.54938
DB0-m3_o16_o20_f0_pcu.sym.30_repeat,38.2041
DB0-m3_o19_o24_f0_nbo.sym.1_repeat,66.34051
DB0-m2_o5_o9_f0_nbo.sym.73_repeat,25.29748
DB0-m2_o8_o8_f0_pcu.sym.54_repeat,43.96508
DB6-cuf_6516_repeat,30.91756
DB0-m3_o23_o23_f0_nbo.sym.155_repeat,77.56694
DB0-m3_o23_o26_f0_pcu.sym.14_repeat,53.15604
DB0-m2_o39_o40_f0_fof.sym.43_repeat,17.7069
DB0-m2_o3_o14_f0_nbo.sym.102_repeat,33.8251
DB0-m3_o22_o25_f0_nbo.sym.68_repeat,41.45824
DB1-Zn2O8-ADC_A-irmof20_A_No335_repeat,36.40135
DB5-hypotheticalMOF_18195_1_0_1_21_21_12_repeat,51.3807
DB0-m3_o25_o113_f0_fsc.sym.4_repeat,20.09524
DB0-m29_o99_o51_f0_pts.sym.79_repeat,20.56373
DB0-m29_o92_o93_f0_pts.sym.25_repeat,30.79014
DB0-m29_o99_o147_f0_pts.sym.144_repeat,22.02375
DB5-hypotheticalMOF_5059766_1_0_2_12_1_2_repeat,15.57867
DB1-Cu2N8-ADC_B-fum_B_No232_repeat,11.97562
DB7-ddmof_6071_repeat,54.11684
DB0-m3_o160_o114_f0_fsc.sym.6_repeat,14.40869
DB0-m29_o81_o54_f0_pts.sym.63_repeat,30.50014
DB0-m2_o14_o28_f0_pcu.sym.28_repeat,21.36084
DB0-m3_o15_o19_f0_nbo.sym.54_repeat,25.52374
DB0-m3_o1_o23_f0_nbo.sym.26_repeat,50.0752
DB0-m3_o90_o23_f0_fsc.sym.43_repeat,20.015
DB0-m9_o4_o17_f0_sra.sym.45_repeat,13.98293
DB1-Cu2N8-AZO_B-irmof6_B_No194_repeat,18.91168
DB0-m29_o91_o84_f0_pts.sym.4_repeat,20.77791
DB0-m3_o8_o8_f0_pcu.sym.55_repeat,45.761
DB0-m2_o23_o28_f0_pcu.sym.64_repeat,44.21869
DB0-m2_o8_o11_f0_pcu.sym.47_repeat,41.93213
DB0-m3_o11_o14_f0_nbo.sym.88_repeat,37.30679
DB0-m2_o8_o24_f0_pcu.sym.66_repeat,25.84882
DB0-m3_o8_o23_f0_pcu.sym.80_repeat,37.98897
DB0-m15_o14_o95_f0_fsc_repeat,11.67098
DB6-cuf_10387_repeat,22.13679
DB12-LITCOI_clean_repeat,14.40667
DB0-m29_o80_o108_f0_pts.sym.4_repeat,25.64091
DB0-m29_o81_o106_f0_pts.sym.38_repeat,30.06641
DB0-m2_o6_o11_f0_nbo.sym.134_repeat,52.98464
DB1-Al2O6-ADC_B-DPAC_B_No55_repeat,46.06766
DB0-m3_o96_o21_f0_fsc.sym.24_repeat,27.11834
DB15-qtz_N76_E107_opt_repeat,46.37668
DB0-m3_o38_o39_f0_fof_repeat,32.19661
DB0-m2_o3_o14_f0_nbo.sym.38_repeat,37.83857
DB0-m3_o12_o22_f0_pcu.sym.65_repeat,16.73466
DB1-Cu2O8-AZO_A-BDC_A_No481_repeat,34.79632
DB0-m2_o2_o23_f0_nbo.sym.9_repeat,32.38803
DB0-m23_o2_o7_f0_pcu_repeat,31.11158
DB1-Cu2O8-AZO_A-BDC_A_No739_repeat,45.65679
DB1-Al2O6-ADC_B-fum_B_No156_repeat,10.36859
DB0-m29_o84_o1510_f0_pts.sym.69_repeat,31.0509
DB1-Zn2O8-AZO_A-BDC_A_No700_repeat,35.40144
DB0-m3_o1_o21_f0_pcu.sym.89_repeat,20.45623
DB0-m9_o16_o25_f0_sra.sym.34_repeat,22.21169
DB5-hypotheticalMOF_6001593_0_0_3_15_21_8_repeat,27.28557
DB7-ddmof_3017_repeat,29.55037
DB0-m2_o14_o29_f0_pcu.sym.55_repeat,24.58557
DB5-hypotheticalMOF_32044_0_0_2_11_26_5_repeat,43.89401
DB0-m2_o14_o18_f0_pcu.sym.38_repeat,13.90703
DB0-m2_o5_o28_f0_nbo.sym.76_repeat,54.51836
DB0-m3_o1_o23_f0_nbo.sym.82_repeat,55.81979
DB0-m5_o11_o24_f0_bcu.sym.68_repeat,11.53276
DB0-m2_o7_o23_f0_pcu.sym.103_repeat,31.60586
DB13-nbo-Syn037158_repeat,48.8212
DB5-hypotheticalMOF_26418_0_0_1_16_13_7_repeat,32.05718
DB0-m3_o153_o22_f0_fsc.sym.37_repeat,10.83118
DB0-m2_o8_o23_f0_pcu.sym.97_repeat,28.34579
DB0-m3_o440_o14_fsc_0.25_F_repeat,14.32204
DB0-m29_o92_o78_f0_pts.sym.30_repeat,27.53429
DB0-m29_o83_o150_f0_pts.sym.37_repeat,27.7283
DB0-m3_o24_o1480_f0_fsc.sym.6_repeat,9.41052
DB0-m3_o52_o159_f0_fsc.sym.87_repeat,21.52542
DB7-ddmof_18260_repeat,54.23234
DB0-m2_o7_o9_f0_pcu.sym.85_repeat,28.548
DB5-hypotheticalMOF_3838_2_0_0_24_21_6_repeat,63.43082
DB1-Cu2O8-ADC_A-fum_A_No146_repeat,36.88855
DB0-m2_o6_o9_f0_pcu.sym.38_repeat,35.02761
DB0-m2_o2_o23_f0_nbo.sym.19_repeat,57.93816
DB0-m3_o44_o159_f0_fsc.sym.33_repeat,15.35876
DB5-hypotheticalMOF_5006678_2_0_0_15_21_5_repeat,82.05298
DB0-m2_o11_o22_f0_nbo.sym.58_repeat,35.20647
DB1-MIL53Cr-ADC_B-BDC_B_No674_repeat,14.04203
DB0-m9_o13_o16_f0_sra.sym.62_repeat,12.24272
DB1-Zn2O8N2-DPAC_A-pcn6_A_No31_repeat,52.70108
DB0-m2_o1_o22_f0_nbo.sym.100_repeat,30.40287
DB0-m29_o96_o90_f0_pts.sym.108_repeat,38.18802
DB0-m2_o20_o26_f0_pcu.sym.20_repeat,44.28859
DB0-m3_o490_o23_f0_fsc.sym.15_repeat,16.47491
DB0-m29_o99_o43_f0_pts.sym.56_repeat,34.49943
DB0-m2_o17_o19_f0_pcu.sym.106_repeat,16.12355
DB0-m2_o24_o25_f0_pcu.sym.11_repeat,23.21566
DB0-m29_o88_o490_f0_pts.sym.26_repeat,24.65435
DB7-ddmof_17192_repeat,20.8836
DB0-m29_o80_o151_f0_pts.sym.89_repeat,32.16007
DB0-m2_o3_o19_f0_pcu.sym.7_repeat,59.6066
DB0-m3_o18_o22_f0_pcu.sym.66_repeat,29.5225
DB0-m29_o82_o52_f0_pts.sym.22_repeat,30.29938
DB0-m2_o16_o19_f0_pcu.sym.43_repeat,20.00099
DB0-m2_o8_o27_f0_pcu.sym.65_repeat,54.82017
DB0-m29_o99_o43_f0_pts.sym.95_repeat,29.48053
DB0-m29_o99_o500_f0_pts.sym.31_repeat,29.16801
DB6-cuf_7562_repeat,26.40672
DB0-m9_o7_o25_f0_sra.sym.50_repeat,31.41212
DB0-m29_o96_o53_f0_pts.sym.22_repeat,38.68379
DB0-m3_o22_o22_f0_nbo.sym.96_repeat,33.33473
DB0-m29_o90_o93_f0_pts.sym.137_repeat,20.09151
DB0-m3_o16_o25_f0_pcu.sym.24_repeat,34.98034
DB1-Cu2O8-ADC_A-DPAC_A_No605_repeat,36.95631
DB0-m2_o24_o27_f0_nbo.sym.159_repeat,37.54716
DB0-m2_o25_o27_f0_pcu.sym.106_repeat,46.65397
DB13-cds-Syn019138_repeat,13.56418
DB0-m3_o3_o22_f0_nbo.sym.87_repeat,31.52447
DB1-Zn2O8N2-ADC_A-irmof8_A_No807_repeat,50.51206
DB0-m3_o20_o22_f0_nbo.sym.1_repeat,83.10785
DB0-m3_o21_o22_f0_pcu.sym.160_repeat,28.86481
DB0-m2_o2_o25_f0_nbo.sym.95_repeat,53.86321
DB0-m29_o85_o470_f0_pts.sym.103_repeat,23.96936
DB0-m9_o19_o25_f0_sra.sym.107_repeat,25.12837
DB6-cuf_5748_repeat,21.169
DB13-lvt-Syn026021_repeat,31.27743
DB0-m2_o8_o17_f0_pcu.sym.111_repeat,40.33832
DB0-m29_o80_o148_f0_pts.sym.29_repeat,18.10505
DB0-m3_o11_o15_f0_nbo.sym.95_repeat,33.61926
DB6-cuf_6286_repeat,31.46765
DB0-m29_o82_o1470_f0_pts.sym.59_repeat,23.00408
DB0-m2_o4_o9_f0_nbo.sym.10_repeat,25.34103
DB0-m9_o20_o23_f0_sra.sym.75_repeat,24.70721
DB0-m3_o500_o159_f0_fsc.sym.32_repeat,9.211511
DB0-m2_o11_o29_f0_pcu.sym.80_repeat,29.33181
DB0-m2_o6_o26_f0_pcu.sym.3_repeat,41.90107
DB0-m9_o19_o25_f0_sra.sym.114_repeat,11.98677
DB0-m3_o11_o14_f0_nbo.sym.62_repeat,44.65105
DB0-m2_o8_o24_f0_pcu.sym.47_repeat,24.17872
DB0-m29_o89_o470_f0_pts.sym.69_repeat,22.61725
DB1-Cu2O8-ADC_A-AZO_A_No1181_repeat,52.67122
DB13-acs-Syn023493_repeat,19.70049
DB0-m2_o8_o20_f0_pcu.sym.135_repeat,43.73541
DB1-Cu2N8-BTC_B-DPAC_B_No2_repeat,25.69148
DB0-m3_o490_o158_f0_fsc.sym.15_repeat,11.64896
DB0-m29_o97_o1500_f0_pts.sym.74_repeat,28.36771
DB0-m3_o26_o28_f0_pcu.sym.7_repeat,64.5132
DB6-cuf_1307_repeat,26.09498
DB1-Zn4O13-BDC_A-irmof20_A_No583_repeat,39.7473
DB7-ddmof_3596_repeat,51.1752
DB0-m2_o22_o28_f0_nbo.sym.82_repeat,42.99599
DB0-m2_o6_o18_f0_pcu.sym.35_repeat,53.51636
DB12-OWUHOF_freeONLY_repeat,6.377102
DB0-m2_o3_o12_f0_pcu.sym.33_repeat,26.27373
DB0-m2_o20_o24_f0_nbo.sym.76_repeat,54.26288
DB0-m2_o8_o13_f0_pcu.sym.99_repeat,35.75843
DB0-m3_o11_o29_f0_pcu.sym.1_repeat,43.60467
DB5-hypotheticalMOF_25521_0_0_1_14_13_4_repeat,30.94778
DB5-hypotheticalMOF_1001386_0_0_3_11_26_5_repeat,18.61077
DB0-m2_o26_unh_repeat,58.26401
DB13-nbo-Syn037485_repeat,27.59537
DB7-ddmof_21549_repeat,33.96432
DB0-m2_o23_o26_f0_pcu.sym.61_repeat,43.39944
DB0-m29_o80_o91_f0_pts.sym.80_repeat,30.23903
DB0-m3_o160_o500_f0_fsc.sym.32_repeat,12.61252
DB0-m29_o91_o150_f0_pts.sym.18_repeat,28.17027
DB0-m3_o8_o11_f0_pcu.sym.122_repeat,40.73592
DB0-m3_o15_o23_f0_pcu.sym.53_repeat,17.42837
DB0-m3_o8_o24_f0_pcu.sym.100_repeat,17.92985
DB0-m29_o99_o172_f0_pts.sym.133_repeat,40.83975
DB0-m3_o8_o8_f0_pcu.sym.52_repeat,46.31188
DB0-m29_o90_o150_f0_pts.sym.90_repeat,30.07734
DB0-m3_o24_o153_f0_fsc.sym.60_repeat,7.748576
DB0-m2_o18_o29_f0_pcu.sym.22_repeat,35.21626
DB0-m2_o145_o150_f0_fsc_repeat,19.30418
DB5-hypotheticalMOF_6002403_1_0_3_20_2_0_repeat,21.89077
DB0-m29_o96_o1530_f0_pts.sym.86_repeat,37.48059
DB0-m29_o85_o470_f0_pts.sym.67_repeat,21.59208
DB0-m9_o2_o11_f0_sra.sym.3_repeat,16.62298
DB0-m2_o23_o24_f0_pcu.sym.106_repeat,26.88891
DB0-m29_o92_o87_f0_pts.sym.27_repeat,16.31661
DB0-m2_o17_o20_f0_pcu.sym.16_repeat,31.73264
DB5-hypotheticalMOF_5070725_3_0_2_3_18_5_repeat,36.9818
DB13-nbo-Syn021325_repeat,37.45319
DB5-hypotheticalMOF_5015987_1_0_0_8_8_3_repeat,10.01474
DB0-m15_o24_o108_f0_fsc_repeat,10.30052
DB0-m3_o152_o23_f0_fsc.sym.75_repeat,19.54864
DB0-m3_o11_o26_f0_pcu.sym.102_repeat,32.99644
DB13-nbo-Syn030670_repeat,24.32418
DB0-m2_o16_o17_f0_pcu.sym.42_repeat,21.12007
DB1-Al2O6-ADC_B-fum_B_No122_repeat,8.319113
DB0-m2_o2_o13_f0_pcu.sym.10_repeat,39.53376
DB0-m29_o83_o52_f0_pts.sym.62_repeat,29.54788
DB0-m3_o440_o155_f0_fsc.sym.82_repeat,20.33436
DB0-m3_o11_o27_f0_nbo.sym.61_repeat,69.32865
DB0-m29_o83_o100_f0_pts.sym.13_repeat,25.82679
DB0-m3_o11_o20_f0_nbo.sym.54_repeat,73.87984
DB0-m2_o1_o11_f0_nbo.sym.155_repeat,38.15851
DB0-m2_o2_o23_f0_nbo.sym.54_repeat,57.43882
DB0-m2_o19_o25_f0_nbo.sym.34_repeat,70.05334
DB13-lvt-Syn033948_repeat,37.21451
DB0-m3_o96_o158_f0_fsc.sym.68_repeat,21.19222
DB15-lon_N76_E23_opt_repeat,92.8404
DB0-m29_o90_o99_f0_pts.sym.100_repeat,16.51952
DB5-hypotheticalMOF_5018507_3_2_0_19_12_0_repeat,14.85005
DB0-m29_o88_o92_f0_pts.sym.14_repeat,36.92126
DB6-cuf_700_repeat,21.83358
DB0-m29_o80_o510_f0_pts.sym.70_repeat,30.00007
DB0-m3_o9_o22_f0_nbo.sym.32_repeat,26.07828
DB5-hypotheticalMOF_6001607_1_1_3_15_25_0_repeat,12.03732
DB12-XAMDUM02_clean_repeat,14.33436
DB0-m29_o84_o1470_f0_pts.sym.96_repeat,17.12928
DB0-m3_o7_o12_f0_pcu.sym.60_repeat,43.93325
DB0-m29_o82_o470_f0_pts.sym.89_repeat,24.64973
DB0-m3_o13_o17_f0_pcu.sym.95_repeat,18.22246
DB0-m3_o16_o20_f0_pcu.sym.58_repeat,26.40173
DB6-cuf_3205_repeat,33.12009
DB7-ddmof_20280_repeat,33.96794
DB0-m2_o4_o22_f0_nbo.sym.36_repeat,42.56537
DB0-m3_o2_o21_f0_pcu.sym.14_repeat,49.70993
DB5-hypotheticalMOF_5019081_3_0_0_19_15_4_repeat,73.5104
DB0-m2_o23_o29_f0_pcu.sym.19_repeat,59.12612
DB0-m3_o8_o20_f0_pcu.sym.138_repeat,51.78967
DB0-m3_o9_o23_f0_pcu.sym.100_repeat,25.12887
DB0-m29_o81_o108_f0_pts.sym.52_repeat,23.17604
DB0-m3_o160_o146_f0_fsc.sym.30_repeat,27.94402
DB5-hypotheticalMOF_5045133_0_0_1_3_11_0_repeat,18.62387
DB0-m29_o89_o430_f0_pts.sym.34_repeat,27.26852
DB0-m2_o13_o25_f0_pcu.sym.68_repeat,34.22597
DB0-m3_o490_o158_f0_fsc.sym.31_repeat,11.10134
DB1-Zn4O13-DPAC_A-irmof7_A_No657_repeat,41.26287
DB0-m3_o14_o19_f0_nbo.sym.58_repeat,37.55296
DB0-m3_o52_o13_f0_fsc.sym.4_repeat,21.36005
DB0-m3_o11_o23_f0_pcu.sym.145_repeat,24.51674
DB0-m2_o12_o27_f0_pcu.sym.75_repeat,24.25449
DB0-m3_o96_o14_f0_fsc.sym.18_repeat,16.31649
DB0-m3_o3_o12_f0_pcu.sym.32_repeat,40.77279
DB0-m29_o81_o1500_f0_pts.sym.43_repeat,29.14598
DB13-lvt-Syn034292_repeat,45.60371
DB0-m3_o143_o23_f0_fsc.sym.31_repeat,20.09493
DB0-m2_o11_o15_f0_nbo.sym.33_repeat,29.33544
DB0-m3_o10_o29_f0_pcu.sym.43_repeat,15.47021
DB0-m2_o12_o20_f0_pcu.sym.15_repeat,30.82805
DB5-hypotheticalMOF_5007852_2_1_0_15_13_5_repeat,18.61796
DB1-Cu2O8N2-AZO_A-irmof7_A_No618_repeat,28.30019
DB0-m3_o2_o11_f0_nbo.sym.12_repeat,78.38817
DB0-m1_o26_sda_repeat,64.04455
DB0-m2_o4_o25_f0_nbo.sym.21_repeat,50.61443
DB0-m3_o6_o22_f0_pcu.sym.11_repeat,31.53935
DB0-m3_o160_o105_f0_fsc.sym.36_repeat,22.16228
DB0-m29_o81_o42_f0_pts.sym.36_repeat,21.60912
DB13-cds-Syn023729_repeat,15.27208
DB1-Cu2O8N2-ADC_A-irmof8_A_No323_repeat,38.53492
DB0-m2_o11_o20_f0_pcu.sym.68_repeat,27.99765
DB0-m29_o88_o169_f0_pts.sym.42_repeat,45.00567
DB0-m3_o2_o21_f0_pcu.sym.80_repeat,42.66593
DB0-m9_o7_o16_f0_sra.sym.22_repeat,18.60604
DB0-m29_o96_o149_f0_pts.sym.44_repeat,29.97161
DB0-m29_o88_o420_f0_pts.sym.40_repeat,19.33777
DB5-hypotheticalMOF_5001143_2_0_0_12_24_3_repeat,59.19622
DB5-hypotheticalMOF_5065452_1_1_2_15_22_0_repeat,14.29483
DB0-m2_o15_o28_f0_pcu.sym.5_repeat,18.80427
DB0-m2_o2_o24_f0_nbo.sym.72_repeat,44.7048
DB0-m3_o22_o23_f0_nbo.sym.36_repeat,27.87837
DB0-m2_o3_o24_f0_pcu.sym.38_repeat,29.04228
DB0-m2_o27_o97_f0_fsc_repeat,28.21842
DB0-m3_o88_o159_f0_fsc.sym.3_repeat,14.23515
DB1-Zn2O8N2-DPAC_A-irmof10_A_No500_repeat,58.37274
DB1-Cu2O8-ADC_A-irmof6_A_No319_repeat,32.16126
DB0-m3_o17_o1470_f0_fsc.sym.3_repeat,12.56277
DB0-m3_o14_o25_f0_nbo.sym.124_repeat,52.04648
DB0-m3_o9_o27_f0_pcu.sym.60_repeat,43.19981
DB0-m2_o9_o11_f0_nbo.sym.93_repeat,20.99274
DB0-m2_o5_o22_f0_nbo.sym.4_repeat,23.94621
DB0-m2_o9_o27_f0_pcu.sym.38_repeat,25.33118
DB5-hypotheticalMOF_26514_1_1_1_16_14_0_repeat,6.928986
DB0-m3_o11_o24_f0_pcu.sym.37_repeat,20.80533
DB0-m3_o2_o14_f0_nbo.sym.23_repeat,73.7956
DB6-cuf_1471_repeat,32.82996
DB0-m3_o11_o16_f0_pcu.sym.4_repeat,26.81614
DB0-m3_o44_o21_f0_fsc.sym.5_repeat,29.26027
DB0-m29_o83_o430_f0_pts.sym.76_repeat,29.48356
DB6-cuf_2287_repeat,35.57937
DB0-m3_o21_o26_f0_pcu.sym.11_repeat,56.34215
DB1-Cu2O8N2-ADC_A-irmof6_A_No800_repeat,42.36808
DB0-m2_o13_o28_f0_pcu.sym.12_repeat,36.94344
DB5-hypotheticalMOF_9828_0_0_0_13_10_12_repeat,31.85753
DB13-acs-Syn039784_repeat,12.13319
DB0-m9_o6_o23_f0_sra.sym.104_repeat,20.28922
DB0-m3_o17_o18_f0_pcu.sym.30_repeat,32.99593
DB1-Cu2O8-AZO_A-BDC_A_No250_repeat,23.59154
DB0-m29_o83_o47_f0_pts.sym.61_repeat,23.65607
DB0-m3_o24_o51_f0_fsc.sym.49_repeat,7.579318
DB0-m3_o8_o42_f0_fsc_repeat,27.77974
DB0-m2_o22_o28_f0_nbo.sym.32_repeat,46.22499
DB5-hypotheticalMOF_1000847_0_0_3_1_17_7_repeat,10.71104
DB0-m9_o19_o23_f0_sra.sym.124_repeat,24.74087
DB0-m3_o450_o22_f0_fsc.sym.22_repeat,7.07795
DB0-m29_o88_o115_f0_pts.sym.14_repeat,45.84035
DB0-m3_o96_o13_f0_fsc.sym.14_repeat,26.1982
DB0-m2_o13_o13_f0_pcu.sym.64_repeat,20.45017
DB0-m2_o7_o11_f0_pcu.sym.29_repeat,57.89449
DB5-hypotheticalMOF_5035272_1_0_1_12_13_7_repeat,27.40407
DB0-m18_o12_o140_f0_fsc_repeat,24.25541
DB0-m3_o2_o15_f0_pcu.sym.15_repeat,23.97035
DB0-m15_o44_o151_f0_fsc_repeat,27.53886
DB12-ONIXOZ_freeONLY_repeat,9.895696
DB0-m3_o12_o25_f0_pcu.sym.103_repeat,21.04383
DB0-m2_o20_o24_f0_nbo.sym.69_repeat,53.86588
DB0-m2_o8_o16_f0_pcu.sym.15_repeat,37.86649
DB0-m29_o93_o430_f0_pts.sym.16_repeat,34.4363
DB0-m29_o90_o100_f0_pts.sym.58_repeat,25.47807
DB0-m29_o83_o1500_f0_pts.sym.83_repeat,34.89827
DB0-m3_o25_o114_f0_fsc.sym.58_repeat,13.40225
DB0-m2_o1_o10_f0_pcu.sym.36_repeat,14.46626
DB0-m2_o17_o18_f0_pcu.sym.62_repeat,30.75081
DB0-m3_o3_o5_f0_nbo.sym.56_repeat,51.88409
DB15-cds_N87_E146_opt_repeat,16.15218
DB1-Cu2O8N2-DPAC_A-irmof7_A_No1188_repeat,37.80193
DB0-m3_o5_o9_f0_nbo.sym.12_repeat,26.65744
DB0-m3_o17_o90_f0_fsc.sym.74_repeat,17.91267
DB0-m2_o4_o22_f0_nbo.sym.118_repeat,34.209
DB5-hypotheticalMOF_16459_1_1_0_22_5_0_repeat,8.238083
DB0-m3_o13_o20_f0_pcu.sym.54_repeat,26.97449
DB0-m9_o28_o28_f0_sra.sym.24_repeat,25.09545
DB0-m29_o84_o430_f0_pts.sym.30_repeat,23.83083
DB0-m3_o9_o20_f0_pcu.sym.33_repeat,27.75113
DB0-m3_o8_o21_f0_pcu.sym.98_repeat,62.55094
DB0-m29_o88_o51_f0_pts.sym.55_repeat,22.34475
DB0-m29_o88_o147_f0_pts.sym.111_repeat,20.71192
DB0-m2_o25_o29_f0_pcu.sym.56_repeat,38.88688
DB0-m2_o11_o16_f0_pcu.sym.65_repeat,14.67015
DB0-m3_o13_o28_f0_pcu.sym.49_repeat,35.51339
DB0-m29_o99_o91_f0_pts.sym.34_repeat,34.60925
DB0-m2_o4_o6_f0_nbo.sym.66_repeat,65.15183
DB0-m3_o1520_o159_f0_fsc.sym.1_repeat,20.74045
DB0-m2_o15_o24_f0_nbo.sym.103_repeat,25.17213
DB0-m9_o13_o23_f0_sra.sym.46_repeat,13.86379
DB0-m3_o153_o156_f0_fsc.sym.77_repeat,19.44849
DB0-m3_o8_o18_f0_pcu.sym.65_repeat,51.37809
DB0-m3_o15_o23_f0_nbo.sym.14_repeat,37.92019
DB13-lvt-Syn028622_repeat,32.03536
DB1-MIL47V-fum_B-irmof6_B_No6_repeat,9.957486
DB0-m2_o7_o20_f0_nbo.sym.92_repeat,39.71774
DB0-m29_o88_o109_f0_pts.sym.21_repeat,31.22832
DB0-m3_o1_o23_f0_nbo.sym.140_repeat,48.25757
DB7-ddmof_19115_repeat,29.71277
DB0-m2_o15_o25_f0_nbo.sym.50_repeat,26.96438
DB0-m29_o97_o1470_f0_pts.sym.6_repeat,25.49967
DB0-m3_o24_o150_f0_fsc.sym.84_repeat,15.75041
DB0-m2_o13_o27_f0_pcu.sym.113_repeat,29.5383
DB0-m3_o1_o16_f0_pcu.sym.20_repeat,19.18532
DB0-m29_o88_o490_f0_pts.sym.67_repeat,24.1885
DB1-Zn2O8N2-BDC_A-irmof7_A_No245_repeat,15.82554
DB0-m3_o13_o20_f0_pcu.sym.108_repeat,36.93524
DB1-Zn2O8N2-DPAC_A-irmof14_A_No185_repeat,55.3896
DB0-m29_o88_o108_f0_pts.sym.36_repeat,25.74651
DB0-m29_o84_o1470_f0_pts.sym.51_repeat,19.88343
DB0-m29_o89_o109_f0_pts.sym.87_repeat,27.40732
DB1-Cu2O8-irmof7_A-TED_A_No1_repeat,24.95691
DB5-hypotheticalMOF_5013016_1_1_0_20_12_6_repeat,17.31723
DB0-m9_o18_o23_f0_sra.sym.18_repeat,20.94983
DB0-m3_o14_o25_f0_nbo.sym.10_repeat,52.53255
DB0-m29_o83_o470_f0_pts.sym.3_repeat,30.62035
DB0-m2_o24_o24_f0_nbo.sym.27_repeat,30.08766
DB1-Al2O6-DPAC_B-irmof7_B_No1153_repeat,12.80987
DB6-cuf_2467_repeat,42.68702
DB0-m29_o97_o91_f0_pts.sym.15_repeat,31.22714
DB0-m3_o152_o23_f0_fsc.sym.8_repeat,21.86009
DB0-m1_o22_vmd_repeat,24.69203
DB0-m29_o99_o51_f0_pts.sym.117_repeat,28.6868
DB0-m3_o1_o4_f0_nbo.sym.148_repeat,42.93628
DB0-m2_o58_o7_jea_repeat,69.62193
DB13-cds-Syn029342_repeat,38.78233
DB0-m29_o88_o45_f0_pts.sym.16_repeat,24.1924
DB0-m3_o50_o6_f0_fsc.sym.11_repeat,9.12423
DB0-m3_o14_o26_f0_pcu.sym.25_repeat,25.49414
DB0-m3_o152_o14_f0_fsc.sym.18_repeat,11.21949
DB0-m3_o152_o23_f0_fsc.sym.45_repeat,19.64307
DB0-m1_o16_o36_pte_repeat,39.30555
DB0-m29_o90_o148_f0_pts.sym.91_repeat,25.12294
DB0-m3_o7_o26_f0_pcu.sym.15_repeat,64.68972
DB0-m3_o11_o28_f0_pcu.sym.103_repeat,27.76334
DB0-m3_o2_o16_f0_pcu.sym.78_repeat,41.52007
DB0-m2_o11_o25_f0_pcu.sym.72_repeat,27.4149
DB0-m2_o11_o23_f0_nbo.sym.60_repeat,34.77035
DB0-m3_o1_o85_f0_fsc.sym.9_repeat,8.328161
DB0-m29_o88_o149_f0_pts.sym.18_repeat,18.38059
DB0-m3_o18_o1470_f0_fsc.sym.3_repeat,13.62973
DB0-m3_o12_o25_f0_pcu.sym.33_repeat,26.31541
DB0-m9_o3_o18_f0_sra.sym.46_repeat,26.34512
DB0-m3_o540_o13_f0_fsc.sym.51_repeat,27.36694
DB0-m3_o2_o26_f0_pcu.sym.56_repeat,46.73171
DB0-m29_o90_o510_f0_pts.sym.106_repeat,38.43499
DB0-m29_o85_o470_f0_pts.sym.99_repeat,21.24124
